date,unit_id,net_station_heat_rate,ppa_reference_heat_rate,aux_load_mw,heat_rate_deviation_percent,fuel_cost_impact_usd,restart_count,dev_roll30_mean,dev_roll30_std,anomaly_z,anomaly_flag,dev_day_change,sudden_change_flag
2023-01-01,STS-U1,9675.754083333333,9310.799583333333,49.553875000000005,3.9265833333333333,12320.8,0,,,,False,,False
2023-01-02,STS-U1,9536.819875,9214.185958333333,51.06245833333333,3.5112916666666667,11945.4,0,,,,False,-0.4152916666666666,False
2023-01-03,STS-U1,9583.248875,9214.490958333334,51.00066666666667,4.00725,13497.68,0,,,,False,0.4959583333333333,False
2023-01-04,STS-U1,9589.96325,9211.296875,51.10195833333333,4.11325,13851.91,0,,,,False,0.10599999999999987,False
2023-01-05,STS-U1,9577.132333333333,9213.247958333333,51.121874999999996,3.9572916666666664,13503.19,0,,,,False,-0.15595833333333342,False
2023-01-06,STS-U1,9603.624833333333,9217.575083333333,50.998999999999995,4.19025,14109.49,0,,,,False,0.23295833333333338,False
2023-01-07,STS-U1,9663.13725,9316.815958333334,49.53120833333333,3.7258333333333336,11834.77,0,,,,False,-0.46441666666666626,False
2023-01-08,STS-U1,9654.082416666666,9308.284083333334,49.750791666666665,3.7247083333333335,11961.880000000001,0,,,,False,-0.0011250000000000426,False
2023-01-09,STS-U1,9550.400208333333,9212.728333333334,51.12295833333334,3.668333333333333,12537.16,0,,,,False,-0.05637500000000051,False
2023-01-10,STS-U1,9578.118875,9211.945916666666,51.15425,3.984,13776.58,0,3.8808791666666664,0.21458925688515879,0.48054984126498224,False,0.315666666666667,False
2023-01-11,STS-U1,9576.759166666667,9211.135458333332,51.24629166666667,3.9728333333333334,13639.38,0,3.889238636363636,0.2054565217344835,0.4068729299220237,False,-0.011166666666666547,False
2023-01-12,STS-U1,9583.117875,9214.1075,51.124125,4.0099583333333335,13804.23,0,3.8992986111111114,0.19897067654345005,0.5561609587132146,False,0.037125000000000075,False
2023-01-13,STS-U1,9584.887291666668,9212.578125,51.169000000000004,4.045208333333333,13932.08,0,3.910522435897436,0.19475082653822526,0.6915806203752415,False,0.03524999999999956,False
2023-01-14,STS-U1,9667.885583333333,9313.924791666666,49.61258333333333,3.806875,12243.42,0,3.9031190476190476,0.18914993279731374,-0.5088241174379875,False,-0.23833333333333329,False
2023-01-15,STS-U1,9672.693375,9306.482875,49.63608333333334,3.9406666666666665,12738.55,0,3.905622222222222,0.18252708164107423,0.19199586236390223,False,0.13379166666666675,False
2023-01-16,STS-U1,9579.251833333334,9213.3765,51.07325,3.9780416666666665,13866.19,0,3.9101484375,0.1772649029732042,0.383004351272678,False,0.037374999999999936,False
2023-01-17,STS-U1,9549.382875,9215.469208333334,51.022999999999996,3.6296666666666666,12657.25,0,3.8936495098039217,0.18462547608338212,-1.4298289095164358,False,-0.3483749999999999,False
2023-01-18,STS-U1,9564.661375,9215.049,51.16408333333334,3.799583333333333,13257.57,0,3.888423611111111,0.18048006700291253,-0.4922442641621152,False,0.1699166666666665,False
2023-01-19,STS-U1,9583.455791666665,9211.230291666667,51.1465,4.048875,14236.9,0,3.8968684210526314,0.1792161318792576,0.8481746445112374,False,0.2492916666666667,False
2023-01-20,STS-U1,9607.437791666667,9211.549625,51.064166666666665,4.302791666666667,15087.22,0,3.917164583333333,0.19663840604776162,1.96109748387438,False,0.253916666666667,False
2023-01-21,STS-U1,9634.375083333334,9307.627625,49.617333333333335,3.5156666666666667,11481.21,0,3.898045634920635,0.21073572917972416,-1.814495196150908,False,-0.7871250000000001,False
2023-01-22,STS-U1,9680.897833333334,9308.268291666667,49.74604166666666,4.0115,13194.52,0,3.9032026515151514,0.20707460789938079,0.5229870991110168,False,0.4958333333333331,False
2023-01-23,STS-U1,9548.798666666667,9212.380708333332,51.015791666666665,3.655208333333333,12831.41,0,3.8924202898550724,0.2088175557963232,-1.1359770763388861,False,-0.3562916666666669,False
2023-01-24,STS-U1,9582.362374999999,9212.811749999999,51.16025,4.016791666666667,14178.45,0,3.897602430555555,0.20579947023094586,0.579152297998431,False,0.36158333333333426,False
2023-01-25,STS-U1,9582.507625,9211.971708333333,51.185875,4.0285,14268.22,0,3.9028383333333334,0.20316019044174002,0.6185348930488556,False,0.011708333333332988,False
2023-01-26,STS-U1,9575.137708333334,9216.622625,51.01020833333333,3.8973750000000003,13804.76,0,3.902628205128205,0.1990584046493352,-0.026390270420678583,False,-0.13112499999999994,False
2023-01-27,STS-U1,9603.641375000001,9216.538,50.97258333333334,4.206625,14908.57,0,3.9138873456790124,0.20377188605345412,1.4365949100760422,False,0.3092499999999996,False
2023-01-28,STS-U1,9676.190708333334,9310.016,49.771833333333326,3.9428750000000004,13134.65,0,3.914922619047619,0.20003775515366956,0.13973552608060452,False,-0.2637499999999995,False
2023-01-29,STS-U1,9676.424958333333,9309.213625,49.688291666666665,3.9471249999999998,13000.58,0,3.9160330459770116,0.1965241741850121,0.15820931013666292,False,0.004249999999999421,False
2023-01-30,STS-U1,9568.145416666666,9212.203166666666,51.245374999999996,3.8708333333333336,13843.39,0,3.9145263888888886,0.1932823504305217,-0.2260581758149778,False,-0.0762916666666662,False
2023-01-31,STS-U1,9589.299666666668,9213.633833333333,51.09820833333333,4.083541666666666,14588.48,0,3.9197583333333337,0.19572883596192842,0.8367869380533705,False,0.2127083333333326,False
2023-02-01,STS-U1,9570.786166666667,9215.314583333333,51.13399999999999,3.8589583333333333,13660.91,0,3.931347222222222,0.1804024324550421,-0.40126337491002956,False,-0.2245833333333329,False
2023-02-02,STS-U1,9587.305666666667,9218.453375,50.968333333333334,4.009291666666667,14358.29,0,3.9314152777777776,0.18043243622626362,0.43160969567152435,False,0.15033333333333365,False
2023-02-03,STS-U1,9587.878375,9211.71875,51.171875,4.088833333333333,14649.64,0,3.930601388888889,0.17963725544680423,0.8808414716138926,False,0.07954166666666573,False
2023-02-04,STS-U1,9646.299208333332,9312.738791666667,49.610083333333336,3.5876249999999996,11969.13,0,3.9182791666666668,0.19011630563511087,-1.739220450145343,False,-0.501208333333333,False
2023-02-05,STS-U1,9667.965666666667,9309.962,49.64454166666667,3.8556666666666666,12995.13,0,3.907126388888889,0.18330328531297346,-0.28073540599318586,False,0.26804166666666696,False
2023-02-06,STS-U1,9569.678458333334,9212.43525,51.065416666666664,3.8825000000000003,13975.41,0,3.912348611111111,0.18016504661944724,-0.1656737068103921,False,0.02683333333333371,False
2023-02-07,STS-U1,9572.935458333333,9214.953416666665,51.150083333333335,3.89475,14139.79,0,3.9180166666666665,0.1766997168716711,-0.13167348017633687,False,0.012249999999999872,False
2023-02-08,STS-U1,9590.244,9212.502625,51.221833333333336,4.10225,14703.99,0,3.9324805555555553,0.17328319854546814,0.9797224766710332,False,0.20749999999999957,False
2023-02-09,STS-U1,9570.76075,9216.250791666667,51.165375000000004,3.859166666666667,14139.31,0,3.9283194444444445,0.17350207867422915,-0.3985703128526789,False,-0.24308333333333287,False
2023-02-10,STS-U1,9579.254833333334,9214.97,50.955041666666666,3.954875,14196.17,0,3.927720833333333,0.17337413490752573,0.1566217860648621,False,0.09570833333333306,False
2023-02-11,STS-U1,9690.514708333334,9310.186416666667,49.666041666666665,4.0889999999999995,13725.12,0,3.9303555555555554,0.17525733191921855,0.9052086021574732,False,0.1341249999999996,False
2023-02-12,STS-U1,9675.127791666666,9313.984791666668,49.72608333333333,3.8834583333333335,13055.5,0,3.9249638888888887,0.17408627727785525,-0.23841945617177593,False,-0.20554166666666607,False
