date,unit_id,actual_revenue_usd,max_potential_revenue_usd,revenue_loss_usd,revenue_capture_ratio,energy_rev_actual,energy_rev_potential,capacity_payment_actual,capacity_payment_potential,penalties_total_usd,fuel_overburn_cost
2023-05-19,STS-U1,1134797.486,1162834.595,28037.10899999994,0.9758889964913712,824340.706,842834.595,320000.0,320000.0,1479.51,8063.71
2023-06-18,STS-U1,1051772.787,1075108.792,23336.00499999989,0.9782942850308308,739468.227,755108.792,320000.0,320000.0,1251.25,6444.19
2023-10-17,STS-U1,871255.0,885375.532,14120.532000000008,0.9840513640939424,556545.92,565375.532,320000.0,320000.0,703.54,4587.38
2023-11-01,STS-U1,868872.617,882801.251,13928.634000000078,0.984222231239226,553989.617,562801.251,320000.0,320000.0,703.23,4413.77
2023-11-30,STS-U1,874283.353,889406.633,15123.280000000028,0.9829962140612908,559877.033,569406.633,320000.0,320000.0,761.43,4832.25
2023-12-13,STS-U1,871904.305,886687.17,14782.86499999999,0.9833279813894228,557813.755,566687.17,320000.0,320000.0,707.35,5202.1
2024-03-31,STS-U1,794032.895,807464.5619999999,13431.6669999999,0.9833656266391044,479305.845,487464.562,320000.0,320000.0,651.71,4621.24
2024-05-07,STS-U1,1141515.902,1169372.711,27856.809000000125,0.9761779894998764,830898.632,849372.711,320000.0,320000.0,1477.92,7904.81
2024-05-15,STS-U1,1141785.1,1169386.023,27600.92299999995,0.9763970814965008,831183.99,849386.023,320000.0,320000.0,1456.17,7942.72
2024-07-17,STS-U1,869766.2990000001,922788.742,53022.442999999854,0.9425410816292772,586196.429,602788.742,290909.09,320000.0,1327.38,6011.84
2024-09-16,STS-U1,906877.155,928675.828,21798.67299999995,0.9765271450566926,591776.025,608675.828,320000.0,320000.0,1351.99,3546.88
2024-10-12,STS-U1,794051.805,806816.6159999999,12764.81099999987,0.984178795098092,478784.635,486816.616,320000.0,320000.0,641.37,4091.46
2024-11-18,STS-U1,872209.4310000001,885811.241,13601.80999999994,0.9846447986089624,557373.751,565811.241,320000.0,320000.0,670.36,4493.96
2024-11-27,STS-U1,871026.965,884798.436,13771.47100000002,0.9844354709053758,556533.405,564798.436,320000.0,320000.0,657.64,4848.8
2024-12-09,STS-U1,870691.671,884601.694,13910.023000000045,0.984275382814268,556052.721,564601.694,320000.0,320000.0,680.29,4680.76
